id,event_id,latitude,longitude,type,area,date_time,elevation,slope,state,county,country,fips,scc,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,consumption_flaming,consumption_smoldering,consumption_residual,consumption_duff,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,heat,pm25,pm10,co,co2,ch4,nox,nh3,so2,voc,canopy,event_url,fccs_number,owner,sf_event_guid,sf_server,sf_stream_name,timezone,veg
SF11C15217421722178580,SF11E974336,48.775,-115.414,RX,45.9999998858,201609150000-06:00,0.0,10.0,MT,,USA,30053,2810015000,0.3,1.2,2.5,12.0,7.0,0.0,1.11,0.14,14.2,1.2,0.06,10.0,12.0,12.0,22.0,130.0,150.0,14.4553698836,8.78648016243,8.70488976744,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,19,5,8,1658696025.9135747,18.222974000000004,21.503094,216.80639299999996,2217.8394829999997,10.479929999999998,2.339745999999999,3.5463250000000004,1.440161,50.97863,9.55,http://128.208.123.111/smartfire/events/9a70e9bf-31d9-46fc-9f2c-ba6d3761ffa1,70,,9a70e9bf-31d9-46fc-9f2c-ba6d3761ffa1,128.208.123.111,realtime,-7.0,Subalpine fir - Lodgepole pine - Whitebark pine - Engelmann spruce forest
SF11C15217421722178580,SF11E974336,48.775,-115.414,RX,45.9999998858,201609160000-06:00,0.0,10.0,MT,,USA,30053,2810015000,0.3,1.2,2.5,12.0,7.0,0.0,1.11,0.14,14.2,1.2,0.06,10.0,12.0,12.0,22.0,130.0,150.0,14.4553698836,8.78648016243,8.70488976744,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,19,5,8,1658696025.9135747,18.222974000000004,21.503094,216.80639299999996,2217.8394829999997,10.479929999999998,2.339745999999999,3.5463250000000004,1.440161,50.97863,9.55,http://128.208.123.111/smartfire/events/9a70e9bf-31d9-46fc-9f2c-ba6d3761ffa1,70,,9a70e9bf-31d9-46fc-9f2c-ba6d3761ffa1,128.208.123.111,realtime,-7.0,Subalpine fir - Lodgepole pine - Whitebark pine - Engelmann spruce forest
SF11C15217421722178580,SF11E974336,48.775,-115.414,RX,45.9999998858,201609170000-06:00,0.0,10.0,MT,,USA,30053,2810015000,0.3,1.2,2.5,12.0,7.0,0.0,1.11,0.14,14.2,1.2,0.06,10.0,12.0,12.0,22.0,130.0,150.0,14.4553698836,8.78648016243,8.70488976744,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,19,5,8,1658696025.9135747,18.222974000000004,21.503094,216.80639299999996,2217.8394829999997,10.479929999999998,2.339745999999999,3.5463250000000004,1.440161,50.97863,9.55,http://128.208.123.111/smartfire/events/9a70e9bf-31d9-46fc-9f2c-ba6d3761ffa1,70,,9a70e9bf-31d9-46fc-9f2c-ba6d3761ffa1,128.208.123.111,realtime,-7.0,Subalpine fir - Lodgepole pine - Whitebark pine - Engelmann spruce forest
SF11C15217421722178580,SF11E974336,48.775,-115.414,RX,45.9999998858,201609180000-06:00,0.0,10.0,MT,,USA,30053,2810015000,0.3,1.2,2.5,12.0,7.0,0.0,1.11,0.14,14.2,1.2,0.06,10.0,12.0,12.0,22.0,130.0,150.0,14.4553698836,8.78648016243,8.70488976744,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,19,5,8,1658696025.9135747,18.222974000000004,21.503094,216.80639299999996,2217.8394829999997,10.479929999999998,2.339745999999999,3.5463250000000004,1.440161,50.97863,9.55,http://128.208.123.111/smartfire/events/9a70e9bf-31d9-46fc-9f2c-ba6d3761ffa1,70,,9a70e9bf-31d9-46fc-9f2c-ba6d3761ffa1,128.208.123.111,realtime,-7.0,Subalpine fir - Lodgepole pine - Whitebark pine - Engelmann spruce forest
SF11C15217431722178580,SF11E974374,48.901,-115.455,RX,45.9999998858,201609150000-06:00,0.0,10.0,MT,,USA,30053,2810015000,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3.0,2.0,0.01,10.0,12.0,12.0,22.0,130.0,150.0,10.5184157713,4.66497846374,3.21838787849,0.00162055448621,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,19,5,8,1138178014.2742171,9.553754999999997,11.273418000000001,110.93705599999998,1303.3819519999997,5.426768999999999,1.500183,1.8205050000000003,0.829559,26.169697999999993,11.21,http://128.208.123.111/smartfire/events/65dc9bb9-1c6c-43a8-80c6-1664e9794fca,208,,65dc9bb9-1c6c-43a8-80c6-1664e9794fca,128.208.123.111,realtime,-7.0,Grand fir - Douglas-fir forest
SF11C15217431722178580,SF11E974374,48.901,-115.455,RX,45.9999998858,201609160000-06:00,0.0,10.0,MT,,USA,30053,2810015000,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3.0,2.0,0.01,10.0,12.0,12.0,22.0,130.0,150.0,10.5184157713,4.66497846374,3.21838787849,0.00162055448621,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,19,5,8,1138178014.2742171,9.553754999999997,11.273418000000001,110.93705599999998,1303.3819519999997,5.426768999999999,1.500183,1.8205050000000003,0.829559,26.169697999999993,11.21,http://128.208.123.111/smartfire/events/65dc9bb9-1c6c-43a8-80c6-1664e9794fca,208,,65dc9bb9-1c6c-43a8-80c6-1664e9794fca,128.208.123.111,realtime,-7.0,Grand fir - Douglas-fir forest
SF11C15217431722178580,SF11E974374,48.901,-115.455,RX,45.9999998858,201609170000-06:00,0.0,10.0,MT,,USA,30053,2810015000,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3.0,2.0,0.01,10.0,12.0,12.0,22.0,130.0,150.0,10.5184157713,4.66497846374,3.21838787849,0.00162055448621,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,19,5,8,1138178014.2742171,9.553754999999997,11.273418000000001,110.93705599999998,1303.3819519999997,5.426768999999999,1.500183,1.8205050000000003,0.829559,26.169697999999993,11.21,http://128.208.123.111/smartfire/events/65dc9bb9-1c6c-43a8-80c6-1664e9794fca,208,,65dc9bb9-1c6c-43a8-80c6-1664e9794fca,128.208.123.111,realtime,-7.0,Grand fir - Douglas-fir forest
SF11C15217431722178580,SF11E974374,48.901,-115.455,RX,45.9999998858,201609180000-06:00,0.0,10.0,MT,,USA,30053,2810015000,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3.0,2.0,0.01,10.0,12.0,12.0,22.0,130.0,150.0,10.5184157713,4.66497846374,3.21838787849,0.00162055448621,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,6,19,5,8,1138178014.2742171,9.553754999999997,11.273418000000001,110.93705599999998,1303.3819519999997,5.426768999999999,1.500183,1.8205050000000003,0.829559,26.169697999999993,11.21,http://128.208.123.111/smartfire/events/65dc9bb9-1c6c-43a8-80c6-1664e9794fca,208,,65dc9bb9-1c6c-43a8-80c6-1664e9794fca,128.208.123.111,realtime,-7.0,Grand fir - Douglas-fir forest
SF11C15217451722178580,SF11E974267,47.18,-115.512,RX,45.9999998858,201609150000-07:00,0.0,10.0,ID,,USA,16079,2810015000,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,1.1,0.06,10.0,12.0,12.0,22.0,130.0,150.0,2.6076131232,1.27798818269,1.60985331596,3.71104950975e-05,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,290595792.02054197,3.08263,3.6375069999999994,36.524908999999994,382.93954099999996,1.7690859999999997,0.41090000000000004,0.597779,0.247734,8.592920999999997,13.52,http://128.208.123.111/smartfire/events/bb4bb480-f2f7-482d-93a9-b9b798d623e4,52,,bb4bb480-f2f7-482d-93a9-b9b798d623e4,128.208.123.111,realtime,-8.0,Douglas-fir - ponderosa pine forest
SF11C15217451722178580,SF11E974267,47.18,-115.512,RX,45.9999998858,201609160000-07:00,0.0,10.0,ID,,USA,16079,2810015000,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,1.1,0.06,10.0,12.0,12.0,22.0,130.0,150.0,2.6076131232,1.27798818269,1.60985331596,3.71104950975e-05,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,290595792.02054197,3.08263,3.6375069999999994,36.524908999999994,382.93954099999996,1.7690859999999997,0.41090000000000004,0.597779,0.247734,8.592920999999997,13.52,http://128.208.123.111/smartfire/events/bb4bb480-f2f7-482d-93a9-b9b798d623e4,52,,bb4bb480-f2f7-482d-93a9-b9b798d623e4,128.208.123.111,realtime,-8.0,Douglas-fir - ponderosa pine forest
SF11C15217451722178580,SF11E974267,47.18,-115.512,RX,45.9999998858,201609170000-07:00,0.0,10.0,ID,,USA,16079,2810015000,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,1.1,0.06,10.0,12.0,12.0,22.0,130.0,150.0,2.6076131232,1.27798818269,1.60985331596,3.71104950975e-05,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,290595792.02054197,3.08263,3.6375069999999994,36.524908999999994,382.93954099999996,1.7690859999999997,0.41090000000000004,0.597779,0.247734,8.592920999999997,13.52,http://128.208.123.111/smartfire/events/bb4bb480-f2f7-482d-93a9-b9b798d623e4,52,,bb4bb480-f2f7-482d-93a9-b9b798d623e4,128.208.123.111,realtime,-8.0,Douglas-fir - ponderosa pine forest
SF11C15217451722178580,SF11E974267,47.18,-115.512,RX,45.9999998858,201609180000-07:00,0.0,10.0,ID,,USA,16079,2810015000,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,1.1,0.06,10.0,12.0,12.0,22.0,130.0,150.0,2.6076131232,1.27798818269,1.60985331596,3.71104950975e-05,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,290595792.02054197,3.08263,3.6375069999999994,36.524908999999994,382.93954099999996,1.7690859999999997,0.41090000000000004,0.597779,0.247734,8.592920999999997,13.52,http://128.208.123.111/smartfire/events/bb4bb480-f2f7-482d-93a9-b9b798d623e4,52,,bb4bb480-f2f7-482d-93a9-b9b798d623e4,128.208.123.111,realtime,-8.0,Douglas-fir - ponderosa pine forest
SF11C15217461722178580,SF11E974413,48.916,-116.478,RX,45.9999998858,201609150000-07:00,0.0,10.0,ID,,USA,16021,2810015000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,10.0,12.0,12.0,22.0,130.0,150.0,4.59827831781,0.495568074406,0.431362045028,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,453489021.47791195,2.249033,2.653868,24.146462,408.34507599999995,1.228767,0.550605,0.400611,0.249082,5.758635999999999,0.0,http://128.208.123.111/smartfire/events/7b0e78ca-ee4d-4eab-855c-e6970b6f44ad,0,,7b0e78ca-ee4d-4eab-855c-e6970b6f44ad,128.208.123.111,realtime,-8.0,Default Unknown Fuel Type
SF11C15217461722178580,SF11E974413,48.916,-116.478,RX,45.9999998858,201609160000-07:00,0.0,10.0,ID,,USA,16021,2810015000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,10.0,12.0,12.0,22.0,130.0,150.0,4.59827831781,0.495568074406,0.431362045028,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,453489021.47791195,2.249033,2.653868,24.146462,408.34507599999995,1.228767,0.550605,0.400611,0.249082,5.758635999999999,0.0,http://128.208.123.111/smartfire/events/7b0e78ca-ee4d-4eab-855c-e6970b6f44ad,0,,7b0e78ca-ee4d-4eab-855c-e6970b6f44ad,128.208.123.111,realtime,-8.0,Default Unknown Fuel Type
SF11C15217461722178580,SF11E974413,48.916,-116.478,RX,45.9999998858,201609170000-07:00,0.0,10.0,ID,,USA,16021,2810015000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,10.0,12.0,12.0,22.0,130.0,150.0,4.59827831781,0.495568074406,0.431362045028,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,453489021.47791195,2.249033,2.653868,24.146462,408.34507599999995,1.228767,0.550605,0.400611,0.249082,5.758635999999999,0.0,http://128.208.123.111/smartfire/events/7b0e78ca-ee4d-4eab-855c-e6970b6f44ad,0,,7b0e78ca-ee4d-4eab-855c-e6970b6f44ad,128.208.123.111,realtime,-8.0,Default Unknown Fuel Type
SF11C15217461722178580,SF11E974413,48.916,-116.478,RX,45.9999998858,201609180000-07:00,0.0,10.0,ID,,USA,16021,2810015000,0.5,0.25,0.25,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.0,10.0,12.0,12.0,22.0,130.0,150.0,4.59827831781,0.495568074406,0.431362045028,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,453489021.47791195,2.249033,2.653868,24.146462,408.34507599999995,1.228767,0.550605,0.400611,0.249082,5.758635999999999,0.0,http://128.208.123.111/smartfire/events/7b0e78ca-ee4d-4eab-855c-e6970b6f44ad,0,,7b0e78ca-ee4d-4eab-855c-e6970b6f44ad,128.208.123.111,realtime,-8.0,Default Unknown Fuel Type
SF11C15217471722178580,SF11E973694,47.871,-116.278,RX,45.9999998858,201609150000-07:00,0.0,10.0,ID,,USA,16079,2810015000,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3.0,2.0,0.01,10.0,12.0,12.0,22.0,130.0,150.0,10.5184157713,4.66497846374,3.21838787849,0.00162055448621,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,1138178014.2742171,9.553754999999997,11.273418000000001,110.93705599999998,1303.3819519999997,5.426768999999999,1.500183,1.8205050000000003,0.829559,26.169697999999993,11.21,http://128.208.123.111/smartfire/events/fd479560-fac6-448a-a205-1b8872d8c10c,208,,fd479560-fac6-448a-a205-1b8872d8c10c,128.208.123.111,realtime,-8.0,Grand fir - Douglas-fir forest
SF11C15217471722178580,SF11E973694,47.871,-116.278,RX,45.9999998858,201609160000-07:00,0.0,10.0,ID,,USA,16079,2810015000,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3.0,2.0,0.01,10.0,12.0,12.0,22.0,130.0,150.0,10.5184157713,4.66497846374,3.21838787849,0.00162055448621,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,1138178014.2742171,9.553754999999997,11.273418000000001,110.93705599999998,1303.3819519999997,5.426768999999999,1.500183,1.8205050000000003,0.829559,26.169697999999993,11.21,http://128.208.123.111/smartfire/events/fd479560-fac6-448a-a205-1b8872d8c10c,208,,fd479560-fac6-448a-a205-1b8872d8c10c,128.208.123.111,realtime,-8.0,Grand fir - Douglas-fir forest
SF11C15217471722178580,SF11E973694,47.871,-116.278,RX,45.9999998858,201609170000-07:00,0.0,10.0,ID,,USA,16079,2810015000,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3.0,2.0,0.01,10.0,12.0,12.0,22.0,130.0,150.0,10.5184157713,4.66497846374,3.21838787849,0.00162055448621,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,1138178014.2742171,9.553754999999997,11.273418000000001,110.93705599999998,1303.3819519999997,5.426768999999999,1.500183,1.8205050000000003,0.829559,26.169697999999993,11.21,http://128.208.123.111/smartfire/events/fd479560-fac6-448a-a205-1b8872d8c10c,208,,fd479560-fac6-448a-a205-1b8872d8c10c,128.208.123.111,realtime,-8.0,Grand fir - Douglas-fir forest
SF11C15217471722178580,SF11E973694,47.871,-116.278,RX,45.9999998858,201609180000-07:00,0.0,10.0,ID,,USA,16079,2810015000,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3.0,2.0,0.01,10.0,12.0,12.0,22.0,130.0,150.0,10.5184157713,4.66497846374,3.21838787849,0.00162055448621,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,1138178014.2742171,9.553754999999997,11.273418000000001,110.93705599999998,1303.3819519999997,5.426768999999999,1.500183,1.8205050000000003,0.829559,26.169697999999993,11.21,http://128.208.123.111/smartfire/events/fd479560-fac6-448a-a205-1b8872d8c10c,208,,fd479560-fac6-448a-a205-1b8872d8c10c,128.208.123.111,realtime,-8.0,Grand fir - Douglas-fir forest
SF11C15217481722178580,SF11E973694,47.875,-116.339,RX,45.9999998858,201609150000-07:00,0.0,10.0,ID,,USA,16017,2810015000,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,1.1,0.06,10.0,12.0,12.0,22.0,130.0,150.0,2.6076131232,1.27798818269,1.60985331596,3.71104950975e-05,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,290595792.02054197,3.08263,3.6375069999999994,36.524908999999994,382.93954099999996,1.7690859999999997,0.41090000000000004,0.597779,0.247734,8.592920999999997,13.52,http://128.208.123.111/smartfire/events/fd479560-fac6-448a-a205-1b8872d8c10c,52,,fd479560-fac6-448a-a205-1b8872d8c10c,128.208.123.111,realtime,-8.0,Douglas-fir - ponderosa pine forest
SF11C15217481722178580,SF11E973694,47.875,-116.339,RX,45.9999998858,201609160000-07:00,0.0,10.0,ID,,USA,16017,2810015000,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,1.1,0.06,10.0,12.0,12.0,22.0,130.0,150.0,2.6076131232,1.27798818269,1.60985331596,3.71104950975e-05,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,290595792.02054197,3.08263,3.6375069999999994,36.524908999999994,382.93954099999996,1.7690859999999997,0.41090000000000004,0.597779,0.247734,8.592920999999997,13.52,http://128.208.123.111/smartfire/events/fd479560-fac6-448a-a205-1b8872d8c10c,52,,fd479560-fac6-448a-a205-1b8872d8c10c,128.208.123.111,realtime,-8.0,Douglas-fir - ponderosa pine forest
SF11C15217481722178580,SF11E973694,47.875,-116.339,RX,45.9999998858,201609170000-07:00,0.0,10.0,ID,,USA,16017,2810015000,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,1.1,0.06,10.0,12.0,12.0,22.0,130.0,150.0,2.6076131232,1.27798818269,1.60985331596,3.71104950975e-05,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,290595792.02054197,3.08263,3.6375069999999994,36.524908999999994,382.93954099999996,1.7690859999999997,0.41090000000000004,0.597779,0.247734,8.592920999999997,13.52,http://128.208.123.111/smartfire/events/fd479560-fac6-448a-a205-1b8872d8c10c,52,,fd479560-fac6-448a-a205-1b8872d8c10c,128.208.123.111,realtime,-8.0,Douglas-fir - ponderosa pine forest
SF11C15217481722178580,SF11E973694,47.875,-116.339,RX,45.9999998858,201609180000-07:00,0.0,10.0,ID,,USA,16017,2810015000,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,1.1,0.06,10.0,12.0,12.0,22.0,130.0,150.0,2.6076131232,1.27798818269,1.60985331596,3.71104950975e-05,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,290595792.02054197,3.08263,3.6375069999999994,36.524908999999994,382.93954099999996,1.7690859999999997,0.41090000000000004,0.597779,0.247734,8.592920999999997,13.52,http://128.208.123.111/smartfire/events/fd479560-fac6-448a-a205-1b8872d8c10c,52,,fd479560-fac6-448a-a205-1b8872d8c10c,128.208.123.111,realtime,-8.0,Douglas-fir - ponderosa pine forest
SF11C15217491722178580,SF11E974368,46.392,-116.084,RX,45.9999998858,201609150000-07:00,0.0,10.0,ID,,USA,16035,2810015000,0.2,0.2,1.0,0.5,0.0,0.0,0.27,0.08,0.0,0.3,0.02,10.0,12.0,12.0,22.0,130.0,150.0,1.72656159422,0.26290480258,0.0825740933466,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,172074748.02029702,0.842518,0.994165,9.041713,153.16110400000002,0.46021199999999995,0.20664600000000005,0.150015,0.09341500000000003,2.1564689999999995,1.42,http://128.208.123.111/smartfire/events/c6b7e850-eb91-452b-870b-a28a7d022a19,313,,c6b7e850-eb91-452b-870b-a28a7d022a19,128.208.123.111,realtime,-8.0,Mountain mahogany woodland or shrubland
SF11C15217491722178580,SF11E974368,46.392,-116.084,RX,45.9999998858,201609160000-07:00,0.0,10.0,ID,,USA,16035,2810015000,0.2,0.2,1.0,0.5,0.0,0.0,0.27,0.08,0.0,0.3,0.02,10.0,12.0,12.0,22.0,130.0,150.0,1.72656159422,0.26290480258,0.0825740933466,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,172074748.02029702,0.842518,0.994165,9.041713,153.16110400000002,0.46021199999999995,0.20664600000000005,0.150015,0.09341500000000003,2.1564689999999995,1.42,http://128.208.123.111/smartfire/events/c6b7e850-eb91-452b-870b-a28a7d022a19,313,,c6b7e850-eb91-452b-870b-a28a7d022a19,128.208.123.111,realtime,-8.0,Mountain mahogany woodland or shrubland
SF11C15217491722178580,SF11E974368,46.392,-116.084,RX,45.9999998858,201609170000-07:00,0.0,10.0,ID,,USA,16035,2810015000,0.2,0.2,1.0,0.5,0.0,0.0,0.27,0.08,0.0,0.3,0.02,10.0,12.0,12.0,22.0,130.0,150.0,1.72656159422,0.26290480258,0.0825740933466,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,172074748.02029702,0.842518,0.994165,9.041713,153.16110400000002,0.46021199999999995,0.20664600000000005,0.150015,0.09341500000000003,2.1564689999999995,1.42,http://128.208.123.111/smartfire/events/c6b7e850-eb91-452b-870b-a28a7d022a19,313,,c6b7e850-eb91-452b-870b-a28a7d022a19,128.208.123.111,realtime,-8.0,Mountain mahogany woodland or shrubland
SF11C15217491722178580,SF11E974368,46.392,-116.084,RX,45.9999998858,201609180000-07:00,0.0,10.0,ID,,USA,16035,2810015000,0.2,0.2,1.0,0.5,0.0,0.0,0.27,0.08,0.0,0.3,0.02,10.0,12.0,12.0,22.0,130.0,150.0,1.72656159422,0.26290480258,0.0825740933466,0.0,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,172074748.02029702,0.842518,0.994165,9.041713,153.16110400000002,0.46021199999999995,0.20664600000000005,0.150015,0.09341500000000003,2.1564689999999995,1.42,http://128.208.123.111/smartfire/events/c6b7e850-eb91-452b-870b-a28a7d022a19,313,,c6b7e850-eb91-452b-870b-a28a7d022a19,128.208.123.111,realtime,-8.0,Mountain mahogany woodland or shrubland
SF11C15217501722178580,SF11E973668,45.758,-115.998,RX,45.9999998858,201609150000-07:00,0.0,10.0,ID,,USA,16049,2810015000,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,1.1,0.06,10.0,12.0,12.0,22.0,130.0,150.0,2.6076131232,1.27798818269,1.60985331596,3.71104950975e-05,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,290595792.02054197,3.08263,3.6375069999999994,36.524908999999994,382.93954099999996,1.7690859999999997,0.41090000000000004,0.597779,0.247734,8.592920999999997,13.52,http://128.208.123.111/smartfire/events/59b5d772-7a53-4018-89df-b839b5c0cb29,52,,59b5d772-7a53-4018-89df-b839b5c0cb29,128.208.123.111,realtime,-8.0,Douglas-fir - ponderosa pine forest
SF11C15217501722178580,SF11E973668,45.758,-115.998,RX,45.9999998858,201609160000-07:00,0.0,10.0,ID,,USA,16049,2810015000,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,1.1,0.06,10.0,12.0,12.0,22.0,130.0,150.0,2.6076131232,1.27798818269,1.60985331596,3.71104950975e-05,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,290595792.02054197,3.08263,3.6375069999999994,36.524908999999994,382.93954099999996,1.7690859999999997,0.41090000000000004,0.597779,0.247734,8.592920999999997,13.52,http://128.208.123.111/smartfire/events/59b5d772-7a53-4018-89df-b839b5c0cb29,52,,59b5d772-7a53-4018-89df-b839b5c0cb29,128.208.123.111,realtime,-8.0,Douglas-fir - ponderosa pine forest
SF11C15217501722178580,SF11E973668,45.758,-115.998,RX,45.9999998858,201609170000-07:00,0.0,10.0,ID,,USA,16049,2810015000,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,1.1,0.06,10.0,12.0,12.0,22.0,130.0,150.0,2.6076131232,1.27798818269,1.60985331596,3.71104950975e-05,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,290595792.02054197,3.08263,3.6375069999999994,36.524908999999994,382.93954099999996,1.7690859999999997,0.41090000000000004,0.597779,0.247734,8.592920999999997,13.52,http://128.208.123.111/smartfire/events/59b5d772-7a53-4018-89df-b839b5c0cb29,52,,59b5d772-7a53-4018-89df-b839b5c0cb29,128.208.123.111,realtime,-8.0,Douglas-fir - ponderosa pine forest
SF11C15217501722178580,SF11E973668,45.758,-115.998,RX,45.9999998858,201609180000-07:00,0.0,10.0,ID,,USA,16049,2810015000,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,1.1,0.06,10.0,12.0,12.0,22.0,130.0,150.0,2.6076131232,1.27798818269,1.60985331596,3.71104950975e-05,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,290595792.02054197,3.08263,3.6375069999999994,36.524908999999994,382.93954099999996,1.7690859999999997,0.41090000000000004,0.597779,0.247734,8.592920999999997,13.52,http://128.208.123.111/smartfire/events/59b5d772-7a53-4018-89df-b839b5c0cb29,52,,59b5d772-7a53-4018-89df-b839b5c0cb29,128.208.123.111,realtime,-8.0,Douglas-fir - ponderosa pine forest
SF11C15217511722178580,SF11E973643,47.45,-116.366,RX,45.9999998858,201609150000-07:00,0.0,10.0,ID,,USA,16055,2810015000,0.5,1.0,2.0,6.3,3.9,0.3,1.0,0.26,10.5,3.2,0.04,10.0,12.0,12.0,22.0,130.0,150.0,11.5524062606,13.2323316165,15.010315128,17.2854686179,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,1574630060.653351,25.476324999999996,30.06207,311.1351509999999,2686.504449,14.850120999999998,2.465652999999999,5.071959999999999,1.7939579999999995,72.909469,5.85,http://128.208.123.111/smartfire/events/bd626b12-4e9d-4ebe-8e0d-4fa014d465f7,59,,bd626b12-4e9d-4ebe-8e0d-4fa014d465f7,128.208.123.111,realtime,-8.0,Subalpine fir - Engelmann spruce - Douglas-fir - Lodgepole pine forest
SF11C15217511722178580,SF11E973643,47.45,-116.366,RX,45.9999998858,201609160000-07:00,0.0,10.0,ID,,USA,16055,2810015000,0.5,1.0,2.0,6.3,3.9,0.3,1.0,0.26,10.5,3.2,0.04,10.0,12.0,12.0,22.0,130.0,150.0,11.5524062606,13.2323316165,15.010315128,17.2854686179,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,5,18,5,8,1574630060.653351,25.476324999999996,30.06207,311.1351509999999,2686.504449,14.850120999999998,2.465652999999999,5.071959999999999,1.7939579999999995,72.909469,5.85,http://128.208.123.111/smartfire/events/bd626b12-4e9d-4ebe-8e0d-4fa014d465f7,59,,bd626b12-4e9d-4ebe-8e0d-4fa014d465f7,128.208.123.111,realtime,-8.0,Subalpine fir - Engelmann spruce - Douglas-fir - Lodgepole pine forest
