Time,Conc(ug/m3),Qtot(m3),AT(C),WS(MPS),no(V),RH(%),Delta(C),AT(C),E,U,M,I,L,R,N,F,P,D,C,T,
10/13/18 02:00,     -0, 0.834,  25.5,   2.1, 0.009,    16,  37.4,   5.7,0,0,0,0,0,0,0,0,0,0,0,0,
10/13/18 03:00,      3, 0.834,  25.5,   2.1, 0.009,    16,  37.4,   5.8,0,0,0,0,0,0,0,0,0,1,0,0,
10/13/18 04:00,      0, 0.834,  25.6,   2.1, 0.009,    16,  37.4,   3.7,0,0,0,0,0,0,0,0,0,0,0,0,
10/13/18 05:00,     -3, 0.834,  25.6,   2.1, 0.009,    17,  37.4,   1.6,0,0,0,0,0,0,0,0,0,0,0,0,
10/13/18 06:00,      1, 0.834,  25.5,   2.1, 0.009,    17,  37.4,   0.8,0,0,0,0,0,0,0,0,0,0,0,0,
10/13/18 07:00,      0, 0.834,  25.5,   2.1, 0.009,    17,  37.4,   0.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/13/18 08:00,     -2, 0.834,  25.6,   2.1, 0.009,    17,  37.4,   1.9,0,0,0,0,0,0,0,0,0,0,0,0,
10/13/18 09:00,      4, 0.834,  26.9,   2.2, 0.009,    15,  37.4,   8.8,0,0,0,0,0,0,0,0,0,0,0,0,
10/13/18 10:00,      8, 0.834,  28.4,   2.2, 0.009,    13,  37.2,  10.4,0,0,0,0,0,0,0,0,0,0,0,0,
10/13/18 11:00,      6, 0.833,  29.6,   2.2, 0.009,    13,  37.2,  11.4,0,0,0,0,0,0,0,0,0,1,0,0,
10/13/18 12:00,      1, 0.835,  29.7,   2.2, 0.009,    12,  37.1,  12.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/13/18 13:00,     -2, 0.834,  29.8,   2.2, 0.009,    11,  37.1,  13.3,0,0,0,0,0,0,0,0,0,1,0,0,
10/13/18 14:00,     -2, 0.834,  29.9,   2.2, 0.009,    10,  37.1,  13.9,0,0,0,0,0,0,0,0,0,0,0,0,
10/13/18 15:00,     -1, 0.835,  29.9,   2.2, 0.009,    10,  37.1,  13.9,0,0,0,0,0,0,0,0,0,0,0,0,
10/13/18 16:00,      0, 0.835,  29.5,   2.2, 0.009,    10,  37.1,  13.2,0,0,0,0,0,0,0,0,0,1,0,0,
10/13/18 17:00,     -2, 0.834,  28.8,   2.2, 0.009,    11,  37.1,  11.8,0,0,0,0,0,0,0,0,0,0,0,0,
10/13/18 18:00,     -2, 0.835,  27.2,   2.2, 0.009,    12,  37.2,   9.0,0,0,0,0,0,0,0,0,0,0,0,0,
10/13/18 19:00,    -15, 0.835,  25.5,   2.1, 0.009,    14,  37.4,   6.0,0,0,0,0,0,0,0,0,0,1,0,0,
10/13/18 20:00,      1, 0.834,  25.6,   2.1, 0.009,    14,  37.4,   5.2,0,0,0,0,0,0,0,0,0,0,0,0,
10/13/18 21:00,      2, 0.834,  25.7,   2.1, 0.009,    15,  37.4,   3.7,0,0,0,0,0,0,0,0,0,0,0,0,
10/13/18 22:00,      1, 0.834,  25.7,   2.1, 0.009,    15,  37.4,   1.4,0,0,0,0,0,0,0,0,0,0,0,0,
10/13/18 23:00,      1, 0.834,  25.6,   2.1, 0.009,    16,  37.4,   0.3,0,0,0,0,0,0,0,0,0,1,0,0,
10/14/18 00:00,      6, 0.834,  25.6,   2.1, 0.009,    16,  37.4,  -1.8,0,0,0,0,0,0,0,0,0,0,0,0,
10/14/18 01:00,      8, 0.834,  25.6,   2.1, 0.009,    16,  37.3,  -0.8,0,0,0,0,0,0,0,0,0,0,0,0,
10/14/18 02:00,      4, 0.834,  25.5,   2.1, 0.009,    16,  37.4,  -1.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/14/18 03:00,      6, 0.834,  25.5,   2.1, 0.009,    16,  37.4,  -1.9,0,0,0,0,0,0,0,0,0,1,0,0,
10/14/18 04:00,      8, 0.834,  25.5,   2.1, 0.009,    16,  37.4,  -2.5,0,0,0,0,0,0,0,0,0,1,0,0,
10/14/18 05:00,      9, 0.834,  25.5,   2.1, 0.009,    16,  37.4,  -2.0,0,0,0,0,0,0,0,0,0,1,0,0,
10/14/18 06:00,      9, 0.834,  25.4,   2.1, 0.009,    16,  37.4,  -3.9,0,0,0,0,0,0,0,0,0,0,0,0,
10/14/18 07:00,      4, 0.834,  25.4,   2.1, 0.009,    16,  37.4,  -4.8,0,0,0,0,0,0,0,0,0,0,0,0,
10/14/18 08:00,      9, 0.834,  25.5,   2.1, 0.009,    16,  37.4,  -2.6,0,0,0,0,0,0,0,0,0,0,0,0,
10/14/18 09:00,     23, 0.834,  26.1,   2.1, 0.009,    16,  37.4,   3.5,0,0,0,0,0,0,0,0,0,1,0,0,
10/14/18 10:00,     12, 0.834,  27.6,   2.2, 0.009,    15,  37.3,   7.4,0,0,0,0,0,0,0,0,0,1,0,0,
10/14/18 11:00,     13, 0.834,  29.1,   2.2, 0.009,    14,  37.1,   9.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/14/18 12:00,     10, 0.834,  29.5,   2.2, 0.009,    13,  37.1,  11.3,0,0,0,0,0,0,0,0,0,1,0,0,
10/14/18 13:00,      6, 0.834,  29.6,   2.2, 0.009,    11,  37.1,  12.7,0,0,0,0,0,0,0,0,0,0,0,0,
10/14/18 14:00,      2, 0.834,  29.7,   2.2, 0.009,    11,  37.1,  13.3,0,0,0,0,0,0,0,0,0,1,0,0,
10/14/18 15:00,      1, 0.834,  29.7,   2.2, 0.009,    11,  37.1,  13.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/14/18 16:00,      3, 0.835,  29.4,   2.2, 0.009,    11,  37.1,  12.8,0,0,0,0,0,0,0,0,0,1,0,0,
10/14/18 17:00,      5, 0.834,  28.9,   2.2, 0.009,    12,  37.1,  11.6,0,0,0,0,0,0,0,0,0,1,0,0,
10/14/18 18:00,      2, 0.834,  27.3,   2.2, 0.009,    13,  37.2,   7.7,0,0,0,0,0,0,0,0,0,0,0,0,
10/14/18 19:00,     -7, 0.834,  25.4,   2.1, 0.009,    15,  37.4,   4.1,0,0,0,0,0,0,0,0,0,1,0,0,
10/14/18 20:00,     -6, 0.834,  25.4,   2.1, 0.009,    16,  37.4,   1.4,0,0,0,0,0,0,0,0,0,0,0,0,
10/14/18 21:00,     -2, 0.834,  25.4,   2.1, 0.009,    16,  37.4,   0.1,0,0,0,0,0,0,0,0,0,0,0,0,
10/14/18 22:00,      6, 0.834,  25.4,   2.1, 0.009,    17,  37.4,  -1.1,0,0,0,0,0,0,0,0,0,0,0,0,
10/14/18 23:00,     16, 0.834,  25.3,   2.1, 0.009,    17,  37.4,  -1.8,0,0,0,0,0,0,0,0,0,1,0,0,
10/15/18 00:00,     17, 0.834,  25.3,   2.1, 0.009,    17,  37.4,  -2.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 01:00,     13, 0.834,  25.3,   2.1, 0.009,    17,  37.4,  -3.1,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 02:00,     17, 0.834,  25.2,   2.1, 0.009,    17,  37.4,  -3.4,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 03:00,     28, 0.834,  25.2,   2.1, 0.009,    17,  37.4,  -3.9,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 04:00,     15, 0.834,  25.2,   2.1, 0.009,    17,  37.4,  -4.1,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 05:00,     18, 0.834,  25.2,   2.1, 0.009,    17,  37.4,  -4.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 06:00,     20, 0.834,  25.2,   2.1, 0.009,    17,  37.4,  -4.7,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 07:00,     18, 0.834,  25.2,   2.1, 0.009,    17,  37.4,  -4.6,0,0,0,0,0,0,0,0,0,1,0,0,
10/15/18 08:00,     14, 0.834,  25.3,   2.1, 0.009,    17,  37.4,  -2.7,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 09:00,     39, 0.834,  25.9,   2.1, 0.009,    16,  37.4,   3.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 10:00,     14, 0.834,  27.6,   2.2, 0.009,    15,  37.3,   7.4,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 11:00,     23, 0.834,  29.3,   2.2, 0.009,    14,  37.2,   9.6,0,0,0,0,0,0,0,0,0,1,0,0,
10/15/18 12:00,     11, 0.834,  29.5,   2.2, 0.009,    14,  37.1,  11.1,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 13:00,     10, 0.834,  29.6,   2.2, 0.009,    13,  37.1,  12.8,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 14:00,      9, 0.833,  29.9,   2.2, 0.009,    13,  37.1,  14.4,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 15:00,      9, 0.834,  29.9,   2.2, 0.009,    13,  37.1,  15.0,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 16:00,      5, 0.835,  29.4,   2.2, 0.009,    14,  37.1,  14.4,0,0,0,0,0,0,0,0,0,1,0,0,
10/15/18 17:00,      1, 0.834,  29.3,   2.2, 0.009,    14,  37.1,  12.5,0,0,0,0,0,0,0,0,0,1,0,0,
10/15/18 18:00,     -1, 0.834,  27.9,   2.2, 0.009,    15,  37.2,   8.1,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 19:00,     -4, 0.834,  25.6,   2.1, 0.009,    17,  37.3,   4.6,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 20:00,     -2, 0.834,  25.4,   2.1, 0.009,    18,  37.4,   2.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 21:00,      6, 0.834,  25.4,   2.1, 0.009,    18,  37.4,   1.1,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 22:00,     24, 0.834,  25.4,   2.1, 0.009,    19,  37.4,  -0.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/15/18 23:00,     18, 0.834,  25.3,   2.1, 0.009,    19,  37.4,  -1.2,0,0,0,0,0,0,0,0,0,0,0,0,
10/16/18 00:00,     27, 0.834,  25.3,   2.1, 0.009,    19,  37.4,  -2.1,0,0,0,0,0,0,0,0,0,1,0,0,
10/16/18 01:00,     17, 0.834,  25.3,   2.1, 0.009,    19,  37.4,  -2.3,0,0,0,0,0,0,0,0,0,1,0,0,
10/16/18 02:00,     15, 0.834,  25.2,   2.1, 0.009,    18,  37.4,  -3.1,0,0,0,0,0,0,0,0,0,1,0,0,
10/16/18 03:00,     14, 0.834,  25.2,   2.1, 0.009,    19,  37.4,  -3.2,0,0,0,0,0,0,0,0,0,1,0,0,
10/16/18 04:00,     15, 0.834,  25.2,   2.1, 0.009,    18,  37.4,  -3.4,0,0,0,0,0,0,0,0,0,1,0,0,
10/16/18 05:00,     15, 0.834,  25.2,   2.1, 0.009,    18,  37.4,  -4.3,0,0,0,0,0,0,0,0,0,1,0,0,
10/16/18 06:00,     19, 0.834,  25.2,   2.1, 0.009,    18,  37.4,  -5.0,0,0,0,0,0,0,0,0,0,1,0,0,
10/16/18 07:00,     21, 0.834,  25.1,   2.1, 0.009,    18,  37.5,  -5.0,0,0,0,0,0,0,0,0,0,0,0,0,
10/16/18 08:00,     21, 0.834,  25.3,   2.1, 0.009,    19,  37.4,  -2.8,0,0,0,0,0,0,0,0,0,1,0,0,
10/16/18 09:00,     18, 0.834,  25.8,   2.1, 0.009,    19,  37.4,   2.8,0,0,0,0,0,0,0,0,0,1,0,0,
10/16/18 10:00,     21, 0.834,  27.2,   2.2, 0.009,    17,  37.3,   7.9,0,0,0,0,0,0,0,0,0,0,0,0,
10/16/18 11:00,     24, 0.833,  29.0,   2.2, 0.009,    16,  37.1,   9.6,0,0,0,0,0,0,0,0,0,0,0,0,
10/16/18 12:00,     13, 0.834,  29.6,   2.2, 0.009,    15,  37.1,  11.8,0,0,0,0,0,0,0,0,0,0,0,0,
10/16/18 13:00,     12, 0.834,  29.6,   2.2, 0.009,    15,  37.1,  13.5,0,0,0,0,0,0,0,0,0,1,0,0,
10/16/18 14:00,     12, 0.834,  29.8,   2.2, 0.009,    14,  37.1,  14.9,0,0,0,0,0,0,0,0,0,1,0,0,
10/16/18 15:00,     11, 0.834,  29.8,   2.2, 0.009,    14,  37.1,  15.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/16/18 16:00,      7, 0.834,  29.3,   2.2, 0.009,    15,  37.1,  15.0,0,0,0,0,0,0,0,0,0,0,0,0,
10/16/18 17:00,      3, 0.834,  29.3,   2.2, 0.009,    15,  37.1,  13.3,0,0,0,0,0,0,0,0,0,1,0,0,
10/16/18 18:00,      5, 0.834,  28.0,   2.2, 0.009,    16,  37.2,   8.0,0,0,0,0,0,0,0,0,0,0,0,0,
10/16/18 19:00,     -1, 0.834,  25.6,   2.1, 0.009,    18,  37.4,   4.8,0,0,0,0,0,0,0,0,0,0,0,0,
10/16/18 20:00,     -1, 0.834,  25.7,   2.1, 0.009,    19,  37.4,   2.8,0,0,0,0,0,0,0,0,0,0,0,0,
10/16/18 21:00,     19, 0.834,  25.7,   2.1, 0.009,    19,  37.4,   1.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/16/18 22:00,     21, 0.834,  25.6,   2.1, 0.009,    19,  37.4,   0.2,0,0,0,0,0,0,0,0,0,0,0,0,
10/16/18 23:00,     20, 0.834,  25.6,   2.1, 0.009,    19,  37.4,  -0.8,0,0,0,0,0,0,0,0,0,0,0,0,
10/17/18 00:00,      9, 0.834,  25.6,   2.1, 0.009,    19,  37.4,  -1.6,0,0,0,0,0,0,0,0,0,1,0,0,
10/17/18 01:00,     10, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -2.3,0,0,0,0,0,0,0,0,0,0,0,0,
10/17/18 02:00,     12, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -2.3,0,0,0,0,0,0,0,0,0,0,0,0,
10/17/18 03:00,     11, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -3.0,0,0,0,0,0,0,0,0,0,0,0,0,
10/17/18 04:00,     18, 0.834,  25.5,   2.1, 0.009,    18,  37.4,  -3.9,0,0,0,0,0,0,0,0,0,0,0,0,
10/17/18 05:00,     12, 0.834,  25.4,   2.1, 0.009,    18,  37.4,  -4.2,0,0,0,0,0,0,0,0,0,1,0,0,
10/17/18 06:00,     13, 0.834,  25.4,   2.1, 0.009,    18,  37.4,  -4.5,0,0,0,0,0,0,0,0,0,1,0,0,
10/17/18 07:00,     12, 0.834,  25.4,   2.1, 0.009,    18,  37.4,  -4.7,0,0,0,0,0,0,0,0,0,1,0,0,
10/17/18 08:00,     17, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -2.9,0,0,0,0,0,0,0,0,0,1,0,0,
10/17/18 09:00,     27, 0.834,  25.9,   2.1, 0.009,    19,  37.4,   2.7,0,0,0,0,0,0,0,0,0,0,0,0,
10/17/18 10:00,     26, 0.834,  27.3,   2.2, 0.009,    18,  37.2,   7.8,0,0,0,0,0,0,0,0,0,1,0,0,
10/17/18 11:00,     18, 0.834,  29.2,   2.2, 0.009,    17,  37.1,  10.0,0,0,0,0,0,0,0,0,0,0,0,0,
10/17/18 12:00,     13, 0.834,  29.4,   2.2, 0.009,    16,  37.1,  12.2,0,0,0,0,0,0,0,0,0,1,0,0,
10/17/18 13:00,     12, 0.833,  29.6,   2.2, 0.009,    15,  37.1,  14.2,0,0,0,0,0,0,0,0,0,1,0,0,
10/17/18 14:00,     12, 0.834,  29.8,   2.2, 0.009,    14,  37.1,  16.1,0,0,0,0,0,0,0,0,0,1,0,0,
10/17/18 15:00,     22, 0.834,  29.9,   2.2, 0.009,    14,  37.1,  16.7,0,0,0,0,0,0,0,0,0,0,0,0,
10/17/18 16:00,     14, 0.835,  29.4,   2.2, 0.009,    15,  37.1,  16.4,0,0,0,0,0,0,0,0,0,1,0,0,
10/17/18 17:00,     13, 0.834,  29.2,   2.2, 0.009,    16,  37.1,  13.3,0,0,0,0,0,0,0,0,0,0,0,0,
10/17/18 18:00,     18, 0.834,  27.9,   2.2, 0.009,    17,  37.2,   8.6,0,0,0,0,0,0,0,0,0,1,0,0,
10/17/18 19:00,     10, 0.834,  25.6,   2.1, 0.009,    18,  37.4,   5.4,0,0,0,0,0,0,0,0,0,0,0,0,
10/17/18 20:00,     10, 0.834,  25.7,   2.1, 0.009,    19,  37.4,   3.4,0,0,0,0,0,0,0,0,0,0,0,0,
10/17/18 21:00,     19, 0.834,  25.7,   2.1, 0.009,    19,  37.4,   1.6,0,0,0,0,0,0,0,0,0,0,0,0,
10/17/18 22:00,     21, 0.834,  25.7,   2.1, 0.009,    19,  37.4,   0.7,0,0,0,0,0,0,0,0,0,0,0,0,
10/17/18 23:00,     18, 0.834,  25.6,   2.1, 0.009,    19,  37.4,  -0.5,0,0,0,0,0,0,0,0,0,1,0,0,
10/18/18 00:00,     16, 0.834,  25.6,   2.1, 0.009,    19,  37.4,  -1.0,0,0,0,0,0,0,0,0,0,1,0,0,
10/18/18 01:00,     20, 0.834,  25.5,   2.1, 0.009,    19,  37.3,  -1.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/18/18 02:00,     22, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -2.1,0,0,0,0,0,0,0,0,0,1,0,0,
10/18/18 03:00,     14, 0.835,  25.5,   2.1, 0.009,    19,  37.4,  -2.6,0,0,0,0,0,0,0,0,0,0,0,0,
10/18/18 04:00,     14, 0.834,  25.4,   2.1, 0.009,    19,  37.4,  -3.1,0,0,0,0,0,0,0,0,0,1,0,0,
10/18/18 05:00,     16, 0.834,  25.4,   2.1, 0.009,    19,  37.4,  -3.3,0,0,0,0,0,0,0,0,0,1,0,0,
10/18/18 06:00,      9, 0.834,  25.4,   2.1, 0.009,    19,  37.4,  -3.4,0,0,0,0,0,0,0,0,0,1,0,0,
10/18/18 07:00,      8, 0.834,  25.4,   2.1, 0.009,    19,  37.4,  -3.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/18/18 08:00,      9, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -2.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/18/18 09:00,     24, 0.835,  25.9,   2.1, 0.009,    20,  37.3,   2.1,0,0,0,0,0,0,0,0,0,0,0,0,
10/18/18 10:00,     35, 0.834,  27.5,   2.2, 0.009,    18,  37.2,   8.4,0,0,0,0,0,0,0,0,0,1,0,0,
10/18/18 11:00,     22, 0.834,  29.4,   2.2, 0.009,    17,  37.1,  10.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/18/18 12:00,     14, 0.834,  29.5,   2.2, 0.009,    16,  37.1,  12.9,0,0,0,0,0,0,0,0,0,1,0,0,
10/18/18 13:00,     15, 0.834,  29.6,   2.2, 0.009,    16,  37.1,  14.6,0,0,0,0,0,0,0,0,0,1,0,0,
10/18/18 14:00,     10, 0.834,  30.1,   2.3, 0.009,    15,  37.1,  16.2,0,0,0,0,0,0,0,0,0,1,0,0,
10/18/18 15:00,     11, 0.834,  29.8,   2.2, 0.009,    15,  37.0,  16.1,0,0,0,0,0,0,0,0,0,0,0,0,
10/18/18 16:00,     13, 0.834,  29.3,   2.2, 0.009,    16,  37.1,  15.5,0,0,0,0,0,0,0,0,0,1,0,0,
10/18/18 17:00,     12, 0.834,  29.3,   2.2, 0.009,    17,  37.1,  13.3,0,0,0,0,0,0,0,0,0,1,0,0,
10/18/18 18:00,     12, 0.834,  28.5,   2.2, 0.009,    17,  37.2,   9.0,0,0,0,0,0,0,0,0,0,1,0,0,
10/18/18 19:00,     12, 0.834,  26.1,   2.1, 0.009,    19,  37.3,   5.8,0,0,0,0,0,0,0,0,0,1,0,0,
10/18/18 20:00,      6, 0.834,  25.6,   2.1, 0.009,    20,  37.4,   3.7,0,0,0,0,0,0,0,0,0,1,0,0,
10/18/18 21:00,      5, 0.834,  25.7,   2.1, 0.009,    20,  37.4,   2.6,0,0,0,0,0,0,0,0,0,1,0,0,
10/18/18 22:00,      8, 0.834,  25.7,   2.1, 0.009,    20,  37.4,   1.2,0,0,0,0,0,0,0,0,0,1,0,0,
10/18/18 23:00,     17, 0.834,  25.6,   2.1, 0.009,    20,  37.4,   0.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/19/18 00:00,     14, 0.834,  25.6,   2.1, 0.009,    20,  37.4,  -0.1,0,0,0,0,0,0,0,0,0,0,0,0,
10/19/18 01:00,     10, 0.834,  25.6,   2.1, 0.009,    20,  37.3,  -0.6,0,0,0,0,0,0,0,0,0,0,0,0,
10/19/18 02:00,      9, 0.834,  25.5,   2.1, 0.009,    20,  37.4,  -1.4,0,0,0,0,0,0,0,0,0,0,0,0,
10/19/18 03:00,      9, 0.834,  25.5,   2.1, 0.009,    20,  37.4,  -1.6,0,0,0,0,0,0,0,0,0,0,0,0,
10/19/18 04:00,      8, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -2.1,0,0,0,0,0,0,0,0,0,0,0,0,
10/19/18 05:00,     10, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -2.4,0,0,0,0,0,0,0,0,0,0,0,0,
10/19/18 06:00,     11, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -2.5,0,0,0,0,0,0,0,0,0,1,0,0,
10/19/18 07:00,     11, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -2.6,0,0,0,0,0,0,0,0,0,0,0,0,
10/19/18 08:00,     11, 0.834,  25.6,   2.1, 0.009,    20,  37.4,  -1.1,0,0,0,0,0,0,0,0,0,0,0,0,
10/19/18 09:00,     17, 0.834,  26.1,   2.1, 0.009,    20,  37.4,   3.9,0,0,0,0,0,0,0,0,0,0,0,0,
10/19/18 10:00,     24, 0.834,  28.0,   2.2, 0.009,    19,  37.2,   8.4,0,0,0,0,0,0,0,0,0,1,0,0,
10/19/18 11:00,     18, 0.834,  29.4,   2.2, 0.009,    17,  37.1,  10.8,0,0,0,0,0,0,0,0,0,1,0,0,
10/19/18 12:00,     11, 0.834,  29.5,   2.2, 0.009,    17,  37.1,  13.0,0,0,0,0,0,0,0,0,0,1,0,0,
10/19/18 13:00,     11, 0.834,  29.7,   2.2, 0.009,    16,  37.1,  15.2,0,0,0,0,0,0,0,0,0,1,0,0,
10/19/18 14:00,     11, 0.834,  30.0,   2.3, 0.009,    16,  37.1,  16.3,0,0,0,0,0,0,0,0,0,0,0,0,
10/19/18 15:00,     12, 0.834,  30.0,   2.3, 0.009,    16,  37.1,  17.1,0,0,0,0,0,0,0,0,0,1,0,0,
10/19/18 16:00,     13, 0.834,  29.4,   2.2, 0.009,    16,  37.1,  16.1,0,0,0,0,0,0,0,0,0,1,0,0,
10/19/18 17:00,     11, 0.834,  29.3,   2.2, 0.009,    17,  37.1,  13.3,0,0,0,0,0,0,0,0,0,0,0,0,
10/19/18 18:00,      9, 0.834,  28.4,   2.2, 0.009,    18,  37.1,   9.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/19/18 19:00,      7, 0.835,  25.8,   2.1, 0.009,    19,  37.4,   6.1,0,0,0,0,0,0,0,0,0,0,0,0,
10/19/18 20:00,      6, 0.834,  25.6,   2.1, 0.009,    20,  37.4,   3.7,0,0,0,0,0,0,0,0,0,0,0,0,
10/19/18 21:00,     18, 0.834,  25.7,   2.1, 0.009,    20,  37.4,   2.2,0,0,0,0,0,0,0,0,0,0,0,0,
10/19/18 22:00,     15, 0.834,  25.7,   2.1, 0.009,    20,  37.4,   1.0,0,0,0,0,0,0,0,0,0,0,0,0,
10/19/18 23:00,     14, 0.834,  25.7,   2.1, 0.009,    20,  37.4,   0.6,0,0,0,0,0,0,0,0,0,0,0,0,
10/20/18 00:00,     13, 0.834,  25.6,   2.1, 0.009,    20,  37.4,  -0.6,0,0,0,0,0,0,0,0,0,0,0,0,
10/20/18 01:00,     13, 0.834,  25.6,   2.1, 0.009,    20,  37.3,  -1.0,0,0,0,0,0,0,0,0,0,0,0,0,
10/20/18 02:00,     13, 0.834,  25.6,   2.1, 0.009,    20,  37.4,  -1.4,0,0,0,0,0,0,0,0,0,0,0,0,
10/20/18 03:00,     12, 0.834,  25.5,   2.1, 0.009,    20,  37.3,  -1.8,0,0,0,0,0,0,0,0,0,0,0,0,
10/20/18 04:00,     11, 0.834,  25.5,   2.1, 0.009,    20,  37.4,  -2.1,0,0,0,0,0,0,0,0,0,1,0,0,
10/20/18 05:00,      9, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -2.7,0,0,0,0,0,0,0,0,0,0,0,0,
10/20/18 06:00,     11, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -3.2,0,0,0,0,0,0,0,0,0,1,0,0,
10/20/18 07:00,     12, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -3.3,0,0,0,0,0,0,0,0,0,0,0,0,
10/20/18 08:00,     12, 0.834,  25.6,   2.1, 0.009,    20,  37.4,  -1.9,0,0,0,0,0,0,0,0,0,1,0,0,
10/20/18 09:00,     15, 0.834,  25.9,   2.1, 0.009,    21,  37.4,   3.5,0,0,0,0,0,0,0,0,0,1,0,0,
10/20/18 10:00,     20, 0.834,  27.1,   2.2, 0.009,    20,  37.3,   8.0,0,0,0,0,0,0,0,0,0,0,0,0,
10/20/18 11:00,     20, 0.834,  29.0,   2.2, 0.009,    19,  37.2,  10.0,0,0,0,0,0,0,0,0,0,0,0,0,
10/20/18 12:00,     20, 0.834,  29.5,   2.2, 0.009,    18,  37.1,  12.5,0,0,0,0,0,0,0,0,0,1,0,0,
10/20/18 13:00,      6, 0.834,  29.6,   2.2, 0.009,    17,  37.1,  15.2,0,0,0,0,0,0,0,0,0,1,0,0,
10/20/18 14:00,      6, 0.834,  30.1,   2.3, 0.009,    16,  37.1,  16.6,0,0,0,0,0,0,0,0,0,0,0,0,
10/20/18 15:00,      8, 0.834,  30.0,   2.3, 0.009,    15,  37.1,  17.2,0,0,0,0,0,0,0,0,0,0,0,0,
10/20/18 16:00,      9, 0.834,  29.4,   2.2, 0.009,    16,  37.1,  16.2,0,0,0,0,0,0,0,0,0,1,0,0,
10/20/18 17:00,      9, 0.834,  29.2,   2.2, 0.009,    16,  37.1,  13.1,0,0,0,0,0,0,0,0,0,1,0,0,
10/20/18 18:00,      8, 0.834,  27.8,   2.2, 0.009,    18,  37.2,   8.3,0,0,0,0,0,0,0,0,0,1,0,0,
10/20/18 19:00,      7, 0.835,  25.5,   2.1, 0.009,    19,  37.4,   5.6,0,0,0,0,0,0,0,0,0,1,0,0,
10/20/18 20:00,     10, 0.834,  25.7,   2.1, 0.009,    20,  37.4,   3.4,0,0,0,0,0,0,0,0,0,0,0,0,
10/20/18 21:00,     11, 0.834,  25.7,   2.1, 0.009,    20,  37.4,   1.8,0,0,0,0,0,0,0,0,0,0,0,0,
10/20/18 22:00,      9, 0.834,  25.7,   2.1, 0.009,    20,  37.4,   0.5,0,0,0,0,0,0,0,0,0,0,0,0,
10/20/18 23:00,      9, 0.834,  25.7,   2.1, 0.009,    20,  37.4,  -0.0,0,0,0,0,0,0,0,0,0,0,0,0,
10/21/18 00:00,     11, 0.834,  25.6,   2.1, 0.009,    19,  37.4,  -1.2,0,0,0,0,0,0,0,0,0,1,0,0,
10/21/18 01:00,     11, 0.834,  25.5,   2.1, 0.009,    19,  37.3,  -1.9,0,0,0,0,0,0,0,0,0,1,0,0,
10/21/18 02:00,     12, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -2.3,0,0,0,0,0,0,0,0,0,0,0,0,
10/21/18 03:00,     11, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -2.5,0,0,0,0,0,0,0,0,0,0,0,0,
