MasterTable_ID,Alias,Latitude,Longitude,Date/Time/GMT,Start Date/Time (GMT),COncRT,ConcHr,Flow,W/S,W/D,AT,RHx,RHi,BV,FT,Alarm,Type,Serial Number,Version,Sys. Volts,TimeStamp,PDate
58308432,1026 Kernville EBAM,35.75508,-118.4175,1/14/2019 7:00:00 PM,NA,0.006,0.009,16.7,2.9,217,10.3,45,27,13.8,14.4,0,PM 10,NA,NA,13.45,1/14/2019 7:04:12 PM,1/14/2019 7:05:00 PM
58308992,1026 Kernville EBAM,35.75508,-118.4175,1/14/2019 8:00:00 PM,NA,0.004,0.003,16.7,3.3,212,9.6,51,29,13.8,13.7,0,PM 10,NA,NA,13.45,1/14/2019 8:04:12 PM,1/14/2019 8:05:00 PM
58309456,1026 Kernville EBAM,35.75508,-118.4175,1/14/2019 9:00:00 PM,NA,0.003,0.005,16.7,2.8,206,8.6,57,33,13.8,12.7,0,PM 10,NA,NA,13.45,1/14/2019 9:04:12 PM,1/14/2019 9:05:00 PM
58309981,1026 Kernville EBAM,35.75508,-118.4175,1/14/2019 10:00:00 PM,NA,-0,-0.005,16.7,1.2,164,7.9,65,35,13.8,13.1,0,PM 10,NA,NA,13.45,1/14/2019 10:04:13 PM,1/14/2019 10:06:00 PM
58310582,1026 Kernville EBAM,35.75508,-118.4175,1/14/2019 11:00:00 PM,NA,-0.005,-0.002,16.7,0.7,109,7.4,69,35,13.7,13.5,0,PM 10,NA,NA,13.45,1/14/2019 11:04:14 PM,1/14/2019 11:08:00 PM
58311068,1026 Kernville EBAM,35.75508,-118.4175,1/15/2019 12:00:00 AM,NA,0.006,0.002,16.7,0.3,22,6.3,83,36,13.4,15.8,0,PM 10,NA,NA,13.45,1/15/2019 12:04:14 AM,1/15/2019 12:08:00 AM
58311414,1026 Kernville EBAM,35.75508,-118.4175,1/15/2019 1:00:00 AM,NA,-0.001,0.004,16.6,0.5,328,5.5,85,36,13.4,15.6,0,PM 10,NA,NA,13.45,1/15/2019 1:04:14 AM,1/15/2019 1:04:00 AM
58311720,1026 Kernville EBAM,35.75508,-118.4175,1/15/2019 2:00:00 AM,NA,0.001,-0,16.7,0.5,4,4.8,84,36,13.4,14.7,0,PM 10,NA,NA,13.45,1/15/2019 2:04:14 AM,1/15/2019 2:04:00 AM
58312128,1026 Kernville EBAM,35.75508,-118.4175,1/15/2019 3:00:00 AM,NA,0.007,0.01,16.7,0.5,335,4.5,85,35,13.4,14.8,0,PM 10,NA,NA,13.45,1/15/2019 3:04:14 AM,1/15/2019 3:05:00 AM
58312533,1026 Kernville EBAM,35.75508,-118.4175,1/15/2019 4:00:00 AM,NA,0.006,0.002,16.7,0.4,9,4.4,86,35,13.4,14.7,0,PM 10,NA,NA,13.45,1/15/2019 4:04:14 AM,1/15/2019 4:06:00 AM
58312810,1026 Kernville EBAM,35.75508,-118.4175,1/15/2019 5:00:00 AM,NA,0.011,0.016,16.7,0.3,345,4.4,86,35,13.5,14.4,0,PM 10,NA,NA,13.45,1/15/2019 5:04:14 AM,1/15/2019 5:05:00 AM
58313091,1026 Kernville EBAM,35.75508,-118.4175,1/15/2019 6:00:00 AM,NA,0.002,-0.003,16.7,0.4,36,3.8,87,36,13.4,13.9,0,PM 10,NA,NA,13.45,1/15/2019 6:04:14 AM,1/15/2019 6:05:00 AM
58313468,1026 Kernville EBAM,35.75507,-118.4175,1/15/2019 7:00:00 AM,NA,0.012,0.01,16.7,0.5,26,3.6,85,35,13.5,13.4,0,PM 10,NA,NA,13.46,1/15/2019 7:04:14 AM,1/15/2019 7:04:00 AM
58313840,1026 Kernville EBAM,35.75507,-118.4175,1/15/2019 8:00:00 AM,NA,-0.005,-0.002,16.7,0.5,27,3.3,87,36,13.4,13.4,0,PM 10,NA,NA,13.46,1/15/2019 8:04:14 AM,1/15/2019 8:06:00 AM
58314133,1026 Kernville EBAM,35.75507,-118.4175,1/15/2019 9:00:00 AM,NA,0.01,0.014,16.7,0.5,28,3.5,85,35,13.5,13,0,PM 10,NA,NA,13.46,1/15/2019 9:04:14 AM,1/15/2019 9:06:00 AM
58314395,1026 Kernville EBAM,35.75507,-118.4175,1/15/2019 10:00:00 AM,NA,-0.005,-0.005,16.7,0.3,45,2.3,87,35,13.4,12.4,0,PM 10,NA,NA,13.46,1/15/2019 10:04:14 AM,1/15/2019 10:05:00 AM
58314860,1026 Kernville EBAM,35.75507,-118.4175,1/15/2019 11:00:00 AM,NA,-0.004,0.001,16.7,0.4,56,2.4,88,36,13.5,12.4,0,PM 10,NA,NA,13.46,1/15/2019 11:04:14 AM,1/15/2019 11:05:00 AM
58315304,1026 Kernville EBAM,35.75507,-118.4175,1/15/2019 12:00:00 PM,NA,0.01,0.01,16.7,0.6,141,3.4,83,35,13.7,12.7,0,PM 10,NA,NA,13.46,1/15/2019 12:04:14 PM,1/15/2019 12:04:00 PM
58315741,1026 Kernville EBAM,35.75507,-118.4175,1/15/2019 1:00:00 PM,NA,0.01,-0,16.6,0.4,54,2.3,86,36,13.5,12.6,0,PM 10,NA,NA,13.46,1/15/2019 1:04:14 PM,1/15/2019 1:06:00 PM
58316192,1026 Kernville EBAM,35.75507,-118.4175,1/15/2019 2:00:00 PM,NA,0.003,0.002,16.7,0.4,17,2,87,35,13.5,12.1,0,PM 10,NA,NA,13.46,1/15/2019 2:04:14 PM,1/15/2019 2:04:00 PM
58316895,1026 Kernville EBAM,35.75507,-118.4175,1/15/2019 3:00:00 PM,NA,0.004,-0.004,16.7,0.3,125,2.3,86,35,13.5,12.5,0,PM 10,NA,NA,13.46,1/15/2019 3:04:14 PM,1/15/2019 3:10:00 PM
58317384,1026 Kernville EBAM,35.75507,-118.4175,1/15/2019 4:00:00 PM,NA,0.009,0.006,16.7,0.4,40,3.1,84,35,13.6,12.7,0,PM 10,NA,NA,13.46,1/15/2019 4:04:14 PM,1/15/2019 4:08:00 PM
58317781,1026 Kernville EBAM,35.75507,-118.4175,1/15/2019 5:00:00 PM,NA,0.004,0.018,16.7,0.6,207,4.9,73,34,13.7,12.5,0,PM 10,NA,NA,13.46,1/15/2019 5:04:14 PM,1/15/2019 5:05:00 PM
58318149,1026 Kernville EBAM,35.75507,-118.4175,1/15/2019 6:00:00 PM,NA,-0.004,-0.005,16.7,0.4,239,6.2,66,32,13.8,13,0,PM 10,NA,NA,13.46,1/15/2019 6:04:12 PM,1/15/2019 6:04:00 PM
58318821,1026 Kernville EBAM,35.7551,-118.4175,1/15/2019 7:00:00 PM,NA,0.002,-0,16.7,0.6,308,8,60,28,13.8,15.4,0,PM 10,NA,NA,13.54,1/15/2019 7:04:12 PM,1/15/2019 7:08:00 PM
58319255,1026 Kernville EBAM,35.7551,-118.4175,1/15/2019 8:00:00 PM,NA,0.001,0.006,16.7,0.9,329,9.3,54,26,13.8,16.6,0,PM 10,NA,NA,13.54,1/15/2019 8:04:12 PM,1/15/2019 8:06:00 PM
58319667,1026 Kernville EBAM,35.7551,-118.4175,1/15/2019 9:00:00 PM,NA,0.004,-0,16.7,0.8,324,9.5,55,27,13.8,16.1,0,PM 10,NA,NA,13.54,1/15/2019 9:04:12 PM,1/15/2019 9:04:00 PM
58320080,1026 Kernville EBAM,35.7551,-118.4175,1/15/2019 10:00:00 PM,NA,0.004,0.011,16.7,0.9,333,9.4,59,28,13.8,16,0,PM 10,NA,NA,13.54,1/15/2019 10:04:12 PM,1/15/2019 10:05:00 PM
58320587,1026 Kernville EBAM,35.7551,-118.4175,1/15/2019 11:00:00 PM,NA,0.008,-0.001,16.7,0.8,338,8.7,63,31,13.8,14.8,0,PM 10,NA,NA,13.54,1/15/2019 11:04:12 PM,1/15/2019 11:05:00 PM
58321070,1026 Kernville EBAM,35.7551,-118.4175,1/16/2019 12:00:00 AM,NA,-0.005,-0.005,16.7,0.6,3,8,68,33,13.7,14.2,0,PM 10,NA,NA,13.54,1/16/2019 12:04:12 AM,1/16/2019 12:05:00 AM
58321428,1026 Kernville EBAM,35.7551,-118.4175,1/16/2019 1:00:00 AM,NA,-0.005,-0.001,16.6,0.7,40,6.7,81,36,13.4,15.8,0,PM 10,NA,NA,13.54,1/16/2019 1:04:12 AM,1/16/2019 1:06:00 AM
58321766,1026 Kernville EBAM,35.7551,-118.4175,1/16/2019 2:00:00 AM,NA,0.006,0.003,16.7,1.2,3,5.9,85,38,13.4,15,0,PM 10,NA,NA,13.54,1/16/2019 2:04:12 AM,1/16/2019 2:10:00 AM
58322142,1026 Kernville EBAM,35.7551,-118.4175,1/16/2019 3:00:00 AM,NA,0.002,0.008,16.7,0.7,352,4.9,84,37,13.4,14.5,0,PM 10,NA,NA,13.54,1/16/2019 3:04:12 AM,1/16/2019 3:05:00 AM
58322546,1026 Kernville EBAM,35.7551,-118.4175,1/16/2019 4:00:00 AM,NA,-0.001,-0.002,16.7,1.1,21,4.5,83,35,13.4,14.6,0,PM 10,NA,NA,13.54,1/16/2019 4:04:12 AM,1/16/2019 4:05:00 AM
58322827,1026 Kernville EBAM,35.7551,-118.4175,1/16/2019 5:00:00 AM,NA,0.004,0.007,16.7,0.9,23,4.8,81,35,13.4,14.4,0,PM 10,NA,NA,13.54,1/16/2019 5:04:12 AM,1/16/2019 5:04:00 AM
58323120,1026 Kernville EBAM,35.7551,-118.4175,1/16/2019 6:00:00 AM,NA,0.001,-0.002,16.7,0.8,14,5,80,35,13.5,14.1,0,PM 10,NA,NA,13.54,1/16/2019 6:04:12 AM,1/16/2019 6:05:00 AM
58323508,1026 Kernville EBAM,35.75509,-118.4174,1/16/2019 7:00:00 AM,NA,0.003,-0,16.7,0.4,51,4,84,35,13.4,14,0,PM 10,NA,NA,13.43,1/16/2019 7:04:12 AM,1/16/2019 7:06:00 AM
58323855,1026 Kernville EBAM,35.75509,-118.4174,1/16/2019 8:00:00 AM,NA,0.007,0.004,16.7,0.4,89,3.5,87,35,13.4,14,0,PM 10,NA,NA,13.43,1/16/2019 8:04:12 AM,1/16/2019 8:08:00 AM
58324087,1026 Kernville EBAM,35.75509,-118.4174,1/16/2019 9:00:00 AM,NA,0.005,0.005,16.7,0.4,25,3.5,88,35,13.4,14,0,PM 10,NA,NA,13.43,1/16/2019 9:04:12 AM,1/16/2019 9:05:00 AM
58324356,1026 Kernville EBAM,35.75509,-118.4174,1/16/2019 10:00:00 AM,NA,0.004,0.006,16.7,0.4,155,3.5,87,35,13.5,13.8,0,PM 10,NA,NA,13.43,1/16/2019 10:04:12 AM,1/16/2019 10:04:00 AM
58324791,1026 Kernville EBAM,35.75509,-118.4174,1/16/2019 11:00:00 AM,NA,0.009,0.022,16.7,0.4,48,3.1,87,35,13.5,13.5,0,PM 10,NA,NA,13.43,1/16/2019 11:04:12 AM,1/16/2019 11:06:00 AM
58325188,1026 Kernville EBAM,35.75509,-118.4174,1/16/2019 12:00:00 PM,NA,0.003,-0.005,16.7,0.3,32,2.5,88,35,13.5,13.1,0,PM 10,NA,NA,13.43,1/16/2019 12:04:12 PM,1/16/2019 12:05:00 PM
58325770,1026 Kernville EBAM,35.75509,-118.4174,1/16/2019 1:00:00 PM,NA,-0.003,0.011,16.6,0.5,55,2.9,88,36,13.5,13.2,0,PM 10,NA,NA,13.43,1/16/2019 1:04:12 PM,1/16/2019 1:10:00 PM
58326230,1026 Kernville EBAM,35.75509,-118.4174,1/16/2019 2:00:00 PM,NA,0.015,-0.003,16.7,0.3,134,2.3,88,35,13.5,12.5,0,PM 10,NA,NA,13.43,1/16/2019 2:04:12 PM,1/16/2019 2:08:00 PM
58326722,1026 Kernville EBAM,35.75509,-118.4174,1/16/2019 3:00:00 PM,NA,-0.005,-0,16.7,0.6,119,1.9,88,36,13.4,12,0,PM 10,NA,NA,13.43,1/16/2019 3:04:12 PM,1/16/2019 3:04:00 PM
58327257,1026 Kernville EBAM,35.75509,-118.4174,1/16/2019 4:00:00 PM,NA,0.019,0.019,16.7,0.4,76,1.8,88,36,13.4,12.2,0,PM 10,NA,NA,13.43,1/16/2019 4:04:12 PM,1/16/2019 4:12:00 PM
58327610,1026 Kernville EBAM,35.75509,-118.4174,1/16/2019 5:00:00 PM,NA,0.061,0.061,16.7,0.4,190,2.4,89,35,13.4,13.3,0,PM 10,NA,NA,13.43,1/16/2019 5:04:12 PM,1/16/2019 5:09:00 PM
58328018,1026 Kernville EBAM,35.75509,-118.4174,1/16/2019 6:00:00 PM,NA,0.028,0.023,16.7,0.5,295,4,88,34,13.6,15,0,PM 10,NA,NA,13.43,1/16/2019 6:04:12 PM,1/16/2019 6:05:00 PM
58328537,1026 Kernville EBAM,35.75508,-118.4175,1/16/2019 7:00:00 PM,NA,-0,0.002,16.7,0.5,264,7.9,71,29,13.8,17,0,PM 10,NA,NA,13.48,1/16/2019 7:04:12 PM,1/16/2019 7:05:00 PM
58329106,1026 Kernville EBAM,35.75508,-118.4175,1/16/2019 8:00:00 PM,NA,0.009,0.009,16.7,0.5,189,10.1,61,28,13.8,17.9,0,PM 10,NA,NA,13.48,1/16/2019 8:04:12 PM,1/16/2019 8:07:00 PM
58329481,1026 Kernville EBAM,35.75508,-118.4175,1/16/2019 9:00:00 PM,NA,-0.002,-0.005,16.7,0.6,294,12.1,56,27,13.8,18.5,0,PM 10,NA,NA,13.48,1/16/2019 9:04:12 PM,1/16/2019 9:07:00 PM
58329875,1026 Kernville EBAM,35.75508,-118.4175,1/16/2019 10:00:00 PM,NA,-0,0.001,16.7,0.7,188,14.3,49,24,13.8,20.9,0,PM 10,NA,NA,13.48,1/16/2019 10:04:12 PM,1/16/2019 10:05:00 PM
58330422,1026 Kernville EBAM,35.75508,-118.4175,1/16/2019 11:00:00 PM,NA,0.012,0.012,16.7,0.5,196,13.8,53,25,13.8,21.2,0,PM 10,NA,NA,13.48,1/16/2019 11:04:13 PM,1/16/2019 11:05:00 PM
58330910,1026 Kernville EBAM,35.75508,-118.4175,1/17/2019 12:00:00 AM,NA,0.003,0.007,16.7,0.4,237,13.2,56,26,13.8,20.4,0,PM 10,NA,NA,13.48,1/17/2019 12:04:13 AM,1/17/2019 12:07:00 AM
58331305,1026 Kernville EBAM,35.75508,-118.4175,1/17/2019 1:00:00 AM,NA,0.009,0.009,16.6,0.3,60,12.1,67,31,13.8,19.1,0,PM 10,NA,NA,13.48,1/17/2019 1:04:13 AM,1/17/2019 1:09:00 AM
58331609,1026 Kernville EBAM,35.75508,-118.4175,1/17/2019 2:00:00 AM,NA,-0.002,-0.004,16.7,0.3,72,9.9,74,34,13.8,17,0,PM 10,NA,NA,13.48,1/17/2019 2:04:13 AM,1/17/2019 2:05:00 AM
58332025,1026 Kernville EBAM,35.75508,-118.4175,1/17/2019 3:00:00 AM,NA,0.019,0.023,16.7,0.4,70,9.4,75,35,13.7,16.5,0,PM 10,NA,NA,13.48,1/17/2019 3:04:13 AM,1/17/2019 3:05:00 AM
58332422,1026 Kernville EBAM,35.75508,-118.4175,1/17/2019 4:00:00 AM,NA,0.001,0.003,16.7,0.5,26,9.1,83,37,13.4,17.6,0,PM 10,NA,NA,13.48,1/17/2019 4:04:13 AM,1/17/2019 4:05:00 AM
58332711,1026 Kernville EBAM,35.75508,-118.4175,1/17/2019 5:00:00 AM,NA,0.008,0.009,16.7,0.5,52,8.9,86,37,13.4,18.6,0,PM 10,NA,NA,13.48,1/17/2019 5:04:13 AM,1/17/2019 5:07:00 AM
58332992,1026 Kernville EBAM,35.75508,-118.4175,1/17/2019 6:00:00 AM,NA,0.009,0.011,16.7,0.9,37,9.1,84,36,13.4,18.7,0,PM 10,NA,NA,13.48,1/17/2019 6:04:13 AM,1/17/2019 6:07:00 AM
58333341,1026 Kernville EBAM,35.75513,-118.4174,1/17/2019 7:00:00 AM,NA,0.006,-0.001,16.7,0.5,52,8.9,84,35,13.4,18.6,0,PM 10,NA,NA,13.47,1/17/2019 7:04:13 AM,1/17/2019 7:06:00 AM
58333691,1026 Kernville EBAM,35.75513,-118.4174,1/17/2019 8:00:00 AM,NA,0.009,0.018,16.7,0.4,140,8.6,87,35,13.5,18.6,0,PM 10,NA,NA,13.47,1/17/2019 8:04:13 AM,1/17/2019 8:05:00 AM
58333942,1026 Kernville EBAM,35.75513,-118.4174,1/17/2019 9:00:00 AM,NA,0.004,0.004,16.7,0.4,39,8.4,88,35,13.5,18.5,0,PM 10,NA,NA,13.47,1/17/2019 9:04:13 AM,1/17/2019 9:05:00 AM
58334268,1026 Kernville EBAM,35.75513,-118.4174,1/17/2019 10:00:00 AM,NA,0.006,-0.001,16.7,0.4,222,8.2,88,35,13.4,18.5,0,PM 10,NA,NA,13.47,1/17/2019 10:04:13 AM,1/17/2019 10:16:00 AM
58334612,1026 Kernville EBAM,35.75513,-118.4174,1/17/2019 11:00:00 AM,NA,0.002,0.009,16.7,0.5,351,8.1,89,37,13.3,18.3,0,PM 10,NA,NA,13.47,1/17/2019 11:04:13 AM,1/17/2019 11:05:00 AM
58335039,1026 Kernville EBAM,35.75513,-118.4174,1/17/2019 12:00:00 PM,NA,0.005,-0.003,16.7,0.6,44,8.3,90,39,13.3,17.5,0,PM 10,NA,NA,13.47,1/17/2019 12:04:13 PM,1/17/2019 12:09:00 PM
58335460,1026 Kernville EBAM,35.75513,-118.4174,1/17/2019 1:00:00 PM,NA,-0,0.001,16.6,0.9,176,8.4,90,42,13.4,17.1,0,PM 10,NA,NA,13.47,1/17/2019 1:04:13 PM,1/17/2019 1:05:00 PM
58335941,1026 Kernville EBAM,35.75513,-118.4174,1/17/2019 2:00:00 PM,NA,0.003,-0,16.7,1.6,170,8,90,44,13.4,16.2,0,PM 10,NA,NA,13.47,1/17/2019 2:04:13 PM,1/17/2019 2:05:00 PM
58336524,1026 Kernville EBAM,35.75513,-118.4174,1/17/2019 3:00:00 PM,NA,-0,0.004,16.7,1,158,8.3,91,44,13.4,16.3,0,PM 10,NA,NA,13.47,1/17/2019 3:04:13 PM,1/17/2019 3:09:00 PM
58337131,1026 Kernville EBAM,35.75513,-118.4174,1/17/2019 4:00:00 PM,NA,0.005,0.006,16.7,1,349,8.9,91,43,13.4,17.1,0,PM 10,NA,NA,13.47,1/17/2019 4:04:13 PM,1/17/2019 4:09:00 PM
58337502,1026 Kernville EBAM,35.75513,-118.4174,1/17/2019 5:00:00 PM,NA,0.003,-0,16.7,0.9,356,9.7,90,42,13.4,17.8,0,PM 10,NA,NA,13.47,1/17/2019 5:04:13 PM,1/17/2019 5:05:00 PM
58337948,1026 Kernville EBAM,35.75513,-118.4174,1/17/2019 6:00:00 PM,NA,0.005,0.008,16.7,1,19,9.9,85,39,13.4,18.1,0,PM 10,NA,NA,13.47,1/17/2019 6:04:12 PM,1/17/2019 6:11:00 PM
58338441,1026 Kernville EBAM,35.75509,-118.4175,1/17/2019 7:00:00 PM,NA,0.012,0.011,16.7,0.7,115,10.5,80,37,13.5,18.9,0,PM 10,NA,NA,13.47,1/17/2019 7:04:12 PM,1/17/2019 7:05:00 PM
58338962,1026 Kernville EBAM,35.75509,-118.4175,1/17/2019 8:00:00 PM,NA,0.014,0.013,16.7,0.7,122,10.9,76,35,13.6,18.8,0,PM 10,NA,NA,13.47,1/17/2019 8:04:12 PM,1/17/2019 8:05:00 PM
58339394,1026 Kernville EBAM,35.75509,-118.4175,1/17/2019 9:00:00 PM,NA,0.009,0.008,16.7,0.7,121,11.3,69,34,13.7,17.9,0,PM 10,NA,NA,13.47,1/17/2019 9:04:12 PM,1/17/2019 9:06:00 PM
58339759,1026 Kernville EBAM,35.75509,-118.4175,1/17/2019 10:00:00 PM,NA,0.014,0.01,16.7,1.4,139,11.7,62,32,13.8,17.3,0,PM 10,NA,NA,13.47,1/17/2019 10:04:12 PM,1/17/2019 10:05:00 PM
58340261,1026 Kernville EBAM,35.75509,-118.4175,1/17/2019 11:00:00 PM,NA,-0.005,-0.005,16.7,1.2,124,10,74,36,13.4,17.5,0,PM 10,NA,NA,13.47,1/17/2019 11:04:12 PM,1/17/2019 11:05:00 PM
58340710,1026 Kernville EBAM,35.75509,-118.4175,1/18/2019 12:00:00 AM,NA,0.006,0.008,16.7,0.7,122,9,84,39,13.4,17.5,0,PM 10,NA,NA,13.47,1/18/2019 12:04:12 AM,1/18/2019 12:05:00 AM
58341075,1026 Kernville EBAM,35.75509,-118.4175,1/18/2019 1:00:00 AM,NA,0.006,0.002,16.6,0.4,7,8.5,88,39,13.4,17.8,0,PM 10,NA,NA,13.47,1/18/2019 1:04:12 AM,1/18/2019 1:05:00 AM
58341380,1026 Kernville EBAM,35.75509,-118.4175,1/18/2019 2:00:00 AM,NA,0.007,0.008,16.7,0.4,24,8.2,89,40,13.4,17.6,0,PM 10,NA,NA,13.47,1/18/2019 2:04:12 AM,1/18/2019 2:05:00 AM
58341796,1026 Kernville EBAM,35.75509,-118.4175,1/18/2019 3:00:00 AM,NA,0.005,0.005,16.7,0.3,4,7.6,89,37,13.4,17.8,0,PM 10,NA,NA,13.47,1/18/2019 3:04:12 AM,1/18/2019 3:07:00 AM
58342152,1026 Kernville EBAM,35.75509,-118.4175,1/18/2019 4:00:00 AM,NA,0.011,0.011,16.7,0.4,19,7.4,89,35,13.4,18.2,0,PM 10,NA,NA,13.47,1/18/2019 4:04:12 AM,1/18/2019 4:07:00 AM
58342443,1026 Kernville EBAM,35.75509,-118.4175,1/18/2019 5:00:00 AM,NA,-0,0.008,16.7,0.6,355,7.3,88,36,13.3,17.7,0,PM 10,NA,NA,13.47,1/18/2019 5:04:12 AM,1/18/2019 5:05:00 AM
58342702,1026 Kernville EBAM,35.75509,-118.4175,1/18/2019 6:00:00 AM,NA,0.005,-0,16.7,0.5,79,6.5,88,36,13.4,17,0,PM 10,NA,NA,13.47,1/18/2019 6:04:12 AM,1/18/2019 6:05:00 AM
58343064,1026 Kernville EBAM,35.7551,-118.4175,1/18/2019 7:00:00 AM,NA,0.005,-0,16.7,0.4,84,5.9,88,36,13.4,16.5,0,PM 10,NA,NA,13.44,1/18/2019 7:04:12 AM,1/18/2019 7:05:00 AM
58343421,1026 Kernville EBAM,35.7551,-118.4175,1/18/2019 8:00:00 AM,NA,0.004,0.005,16.7,0.4,61,5.8,89,36,13.4,16.4,0,PM 10,NA,NA,13.44,1/18/2019 8:04:12 AM,1/18/2019 8:07:00 AM
58343628,1026 Kernville EBAM,35.7551,-118.4175,1/18/2019 9:00:00 AM,NA,0.016,0.018,16.7,0.9,15,7,83,35,13.5,16,0,PM 10,NA,NA,13.44,1/18/2019 9:04:12 AM,1/18/2019 9:07:00 AM
58343759,1026 Kernville EBAM,35.7551,-118.4175,1/18/2019 10:00:00 AM,NA,-0.005,-0.005,16.7,1.7,345,9.7,65,35,13.7,14.3,0,PM 10,NA,NA,13.44,1/18/2019 10:04:12 AM,1/18/2019 10:08:00 AM
58344060,1026 Kernville EBAM,35.7551,-118.4175,1/18/2019 11:00:00 AM,NA,0.007,0.013,16.7,1.2,340,9.3,65,35,13.7,13.9,0,PM 10,NA,NA,13.44,1/18/2019 11:04:12 AM,1/18/2019 11:05:00 AM
58344721,1026 Kernville EBAM,35.7551,-118.4175,1/18/2019 12:00:00 PM,NA,0.003,0.004,16.7,0.9,49,8,67,35,13.7,13.5,0,PM 10,NA,NA,13.44,1/18/2019 12:04:12 PM,1/18/2019 12:05:00 PM
58345189,1026 Kernville EBAM,35.7551,-118.4175,1/18/2019 1:00:00 PM,NA,0.011,-0.005,16.6,0.7,57,6.2,74,35,13.5,13.8,0,PM 10,NA,NA,13.44,1/18/2019 1:04:12 PM,1/18/2019 1:11:00 PM
58345621,1026 Kernville EBAM,35.7551,-118.4175,1/18/2019 2:00:00 PM,NA,-0.001,0.004,16.7,0.7,42,4.6,81,35,13.4,13.9,0,PM 10,NA,NA,13.44,1/18/2019 2:04:12 PM,1/18/2019 2:06:00 PM
58346138,1026 Kernville EBAM,35.7551,-118.4175,1/18/2019 3:00:00 PM,NA,0.003,0.001,16.7,0.6,24,4.2,82,35,13.4,13.6,0,PM 10,NA,NA,13.44,1/18/2019 3:04:12 PM,1/18/2019 3:05:00 PM
58346644,1026 Kernville EBAM,35.7551,-118.4175,1/18/2019 4:00:00 PM,NA,0.007,0.01,16.7,0.5,18,4,82,35,13.4,13.5,0,PM 10,NA,NA,13.44,1/18/2019 4:04:12 PM,1/18/2019 4:11:00 PM
58347000,1026 Kernville EBAM,35.7551,-118.4175,1/18/2019 5:00:00 PM,NA,0.01,0.006,16.7,0.5,307,5.8,78,35,13.6,14.1,0,PM 10,NA,NA,13.44,1/18/2019 5:04:12 PM,1/18/2019 5:05:00 PM
58347382,1026 Kernville EBAM,35.7551,-118.4175,1/18/2019 6:00:00 PM,NA,-0.005,-0.002,16.7,0.8,165,11.6,59,28,13.8,18.2,0,PM 10,NA,NA,13.44,1/18/2019 6:04:12 PM,1/18/2019 6:09:00 PM
58347934,1026 Kernville EBAM,35.75507,-118.4175,1/18/2019 7:00:00 PM,NA,0.008,0.007,16.7,1.3,170,13.3,53,25,13.7,20.3,0,PM 10,NA,NA,13.45,1/18/2019 7:04:12 PM,1/18/2019 7:09:00 PM
58348383,1026 Kernville EBAM,35.75507,-118.4175,1/18/2019 8:00:00 PM,NA,0.006,0.006,16.7,1.9,186,13.8,53,28,13.7,19.4,0,PM 10,NA,NA,13.45,1/18/2019 8:04:13 PM,1/18/2019 8:05:00 PM
58348807,1026 Kernville EBAM,35.75507,-118.4175,1/18/2019 9:00:00 PM,NA,0.002,0.002,16.7,1.8,205,14.3,51,29,13.7,18.5,0,PM 10,NA,NA,13.45,1/18/2019 9:04:13 PM,1/18/2019 9:05:00 PM
58349185,1026 Kernville EBAM,35.75507,-118.4175,1/18/2019 10:00:00 PM,NA,0.002,0.003,16.7,2.3,195,15.9,49,26,13.7,20.8,0,PM 10,NA,NA,13.45,1/18/2019 10:04:13 PM,1/18/2019 10:09:00 PM
58349600,1026 Kernville EBAM,35.75507,-118.4175,1/18/2019 11:00:00 PM,NA,0.006,0.008,16.7,2.5,192,16.7,49,25,13.7,23.2,0,PM 10,NA,NA,13.45,1/18/2019 11:04:14 PM,1/18/2019 11:05:00 PM
58349992,1026 Kernville EBAM,35.75507,-118.4175,1/19/2019 12:00:00 AM,NA,0.006,0.009,16.7,2.3,192,16.1,50,26,13.7,22.3,0,PM 10,NA,NA,13.45,1/19/2019 12:04:14 AM,1/19/2019 12:05:00 AM
58350334,1026 Kernville EBAM,35.75507,-118.4175,1/19/2019 1:00:00 AM,NA,0.017,0.014,16.6,2,169,13.3,60,31,13.8,19,0,PM 10,NA,NA,13.45,1/19/2019 1:04:14 AM,1/19/2019 1:07:00 AM
58350602,1026 Kernville EBAM,35.75507,-118.4175,1/19/2019 2:00:00 AM,NA,0.006,0.005,16.7,1,157,11.1,68,35,13.7,16.8,0,PM 10,NA,NA,13.45,1/19/2019 2:04:15 AM,1/19/2019 2:06:00 AM
58351071,1026 Kernville EBAM,35.75507,-118.4175,1/19/2019 3:00:00 AM,NA,0.021,0.017,16.7,0.4,125,9.5,75,35,13.6,16.9,0,PM 10,NA,NA,13.45,1/19/2019 3:04:15 AM,1/19/2019 3:11:00 AM
58351403,1026 Kernville EBAM,35.75507,-118.4175,1/19/2019 4:00:00 AM,NA,-0,0.012,16.7,0.4,39,7.5,82,35,13.5,16.7,0,PM 10,NA,NA,13.45,1/19/2019 4:04:15 AM,1/19/2019 4:11:00 AM
58351682,1026 Kernville EBAM,35.75507,-118.4175,1/19/2019 5:00:00 AM,NA,0.03,0.009,16.7,0.4,22,7,84,35,13.5,16.3,0,PM 10,NA,NA,13.45,1/19/2019 5:04:15 AM,1/19/2019 5:05:00 AM
